상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,도로명,도로명주소,경도,위도,이동시간_분_차,이동시간_분_보행
금호타이어오토마스타,소매,자동차 부품 소매,타이어 소매업,자동차 신품 타이어 및 튜브 판매업,대전광역시,중구,용두동,용두동,대전광역시 중구 어덕마을로,대전광역시 중구 어덕마을로 4,127.401598935226,36.3320497926978,4.0,36
한솥동산고옆점,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,문화1동,문화동,대전광역시 중구 문화로,대전광역시 중구 문화로 179,127.4050051226,36.3147627200379,4.0,33
대전꽃도매,소매,식물 소매,꽃집,화초 및 식물 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로,대전광역시 중구 대종로 530,127.423315994527,36.3309939279984,0.0,6
퀸미장과퀸즈가발,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,산성동,산성동,대전광역시 중구 당디로75번길,대전광역시 중구 당디로75번길 5,127.392189222298,36.3116520063449,5.0,45
으라차차,음식,주점,요리 주점,기타 주점업,대전광역시,중구,용두동,용두동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 21,127.41470876731,36.3231652567862,2.0,16
배민야채,소매,식료품 소매,채소/과일 소매업,채소; 과실 및 뿌리작물 소매업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로224번안길,대전광역시 중구 대종로224번안길 33,127.444701463456,36.3090865118951,4.0,33
황제,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 469,127.427754444677,36.3302672189243,0.0,6
산과들흑염소,음식,한식,기타 한식 음식점,한식 일반 음식점업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로121번길,대전광역시 중구 중앙로121번길 36,127.422727166652,36.3292787032948,0.0,6
팔각도대전,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중교로,대전광역시 중구 중교로 51,127.425268487368,36.3260013712702,0.0,3
이마트24대전용두,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,용두동,용두동,대전광역시 중구 동서대로1322번길,대전광역시 중구 동서대로1322번길 77,127.40901608436,36.3263096622837,3.0,25
대전성모병원장례식장근조화환꽃집,소매,식물 소매,꽃집,화초 및 식물 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로,대전광역시 중구 대둔산로 419-4,127.386801466474,36.3071362422623,6.0,49
지에스25대전로또점,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 846,127.408936649052,36.3250294890302,2.0,23
덤블링,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로121번길,대전광역시 중구 대흥로121번길 30-5,127.42528716871,36.3249740307524,0.0,5
올리브곳간,소매,종합 소매,슈퍼마켓,슈퍼마켓,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로,대전광역시 중구 보문로 246,127.422873037113,36.3246018976205,0.0,7
굿라이프,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 337,127.418560102581,36.3324579557925,1.0,12
이쌤학원삼성영어학원,교육,기타 교육,외국어학원,일반 교과학원,대전광역시,중구,문화2동,문화동,대전광역시 중구 보문산로177번길,대전광역시 중구 보문산로177번길 41-9,127.399970002928,36.3076987478487,5.0,45
큐브코인노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로1716번길,대전광역시 중구 계백로1716번길 24,127.410250094302,36.3207009429561,2.0,22
애플정육점,소매,식료품 소매,정육점,육류 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계룡로918번길,대전광역시 중구 계룡로918번길 27,127.413385773178,36.3198782045538,2.0,19
네일하트,수리·개인,이용·미용,네일숍,기타 미용업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로521번길,대전광역시 중구 대종로521번길 19,127.422658544182,36.3295217104322,0.0,7
투나헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,목동,목동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1375-7,127.410085877015,36.3321460560704,3.0,24
뷰티온,수리·개인,이용·미용,피부 관리실,피부 미용업,대전광역시,중구,목동,목동,대전광역시 중구 목중로39번길,대전광역시 중구 목중로39번길 7,127.409694233523,36.336812610855,2.0,23
쌤소나이트대전,소매,섬유·의복·신발 소매,가방 소매업,가방 및 기타 가죽제품 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1700,127.40880280715,36.3206307062252,2.0,23
복담은집,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,문화1동,문화동,대전광역시 중구 중앙로16번길,대전광역시 중구 중앙로16번길 28,127.414364924192,36.3214872391137,2.0,17
희광고,과학·기술,광고,광고물 설계/제작업,광고물 문안; 도안; 설계 등 작성업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대종로,대전광역시 중구 대종로 708,127.409241464523,36.342190847044,3.0,28
오늘도;헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로35번길,대전광역시 중구 보문산로35번길 38,127.385417624202,36.3061107179035,6.0,52
엠엘비대전,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로164번길,대전광역시 중구 중앙로164번길 5,127.427996775263,36.3291147734934,0.0,3
굽다,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로,대전광역시 중구 목중로 22,127.411549330141,36.3360196441229,2.0,21
파스카로제하우스,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,문화2동,문화동,대전광역시 중구 송리로38번길,대전광역시 중구 송리로38번길 7,127.401608172276,36.3089867418904,5.0,42
빈티지원,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 691-44,127.409217596227,36.3438760689352,3.0,32
영광상회,소매,종합 소매,슈퍼마켓,곡물; 곡분 및 가축 사료 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 충무로15번길,대전광역시 중구 충무로15번길 45,127.419507262811,36.3203947649539,1.0,15
노네임스튜디오,교육,일반 교육,입시·교과학원,일반 교과학원,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로109번길,대전광역시 중구 중앙로109번길 5,127.422026987667,36.3275629369418,0.0,6
씨이,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로882번길,대전광역시 중구 계룡로882번길 36,127.409802107877,36.3225102535759,2.0,22
문창닭집,소매,식료품 소매,정육점,육류 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로10번길,대전광역시 중구 문창로10번길 15,127.436875745315,36.3149351177893,2.0,22
대박포차,음식,주점,요리 주점,기타 주점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1725-19,127.410501221546,36.3228471674001,2.0,20
반하다,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,산성동,산성동,대전광역시 중구 대둔산로414번길,대전광역시 중구 대둔산로414번길 18,127.387822610639,36.3061320688781,6.0,52
컴스스토리,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로,대전광역시 중구 목중로 69,127.406439813203,36.3385088717278,3.0,27
프리미엄정육점,소매,식료품 소매,정육점,육류 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 대종로,대전광역시 중구 대종로 274,127.438112061329,36.3118045602374,3.0,25
하나로114지역마켓팅,과학·기술,광고,광고 대행업,컴퓨터 프로그래밍 서비스업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 109,127.401638026215,36.3298509317748,4.0,34
장수식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,문창동,문창동,대전광역시 중구 인창로,대전광역시 중구 인창로 36,127.433532107854,36.3230126004194,1.0,11
서울헤어살롱,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,문화2동,문화동,대전광역시 중구 송리로,대전광역시 중구 송리로 46,127.401490692941,36.3097882716266,5.0,42
엠케이파트너스,과학·기술,광고,광고물 설계/제작업,광고물 문안; 도안; 설계 등 작성업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
창대공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로93번길,대전광역시 중구 태평로93번길 20,127.393352022707,36.3254200635757,5.0,42
미성미용실,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
해피하우스,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,부사동,부사동,대전광역시 중구 충무로,대전광역시 중구 충무로 147,127.432818156197,36.3200981593201,1.0,13
잇츠톰나라인테리어,과학·기술,전문 디자인,인테리어 디자인업,도배; 실내 장식 및 내장 목공사업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로593번길,대전광역시 중구 대종로593번길 49-5,127.416439047633,36.3330875087079,1.0,14
피엠푸드,음식,기타 간이,피자,피자; 햄버거; 샌드위치 및 유사 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 852,127.406640529895,36.325261451918,3.0,27
보은달,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로882번길,대전광역시 중구 계룡로882번길 11,127.411103837338,36.3226879118766,2.0,20
먹태집,음식,주점,생맥주 전문,생맥주 전문점,대전광역시,중구,태평1동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 122,127.395776199431,36.327361023575,5.0,41
수밍펫,소매,애완동물·용품 소매,애완동물/애완용품 소매업,애완용 동물 및 관련용품 소매업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 중촌로,대전광역시 중구 중촌로 26,127.411055719575,36.3394419710528,3.0,24
추네일,수리·개인,이용·미용,네일숍,기타 미용업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로505번길,대전광역시 중구 대종로505번길 23,127.423923034147,36.3287256952602,0.0,5
명륜진사갈비대전,음식,한식,돼지고기 구이/찜,한식 일반 음식점업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 동서대로,대전광역시 중구 동서대로 1463,127.4171386019,36.3378675619139,2.0,20
오버그로우,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,목동,목동,대전광역시 중구 목중로35번길,대전광역시 중구 목중로35번길 14,127.409763106831,36.3365425753232,2.0,23
난춘,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로,대전광역시 중구 선화서로 39,127.418209457083,36.327183915438,1.0,12
마장동김씨,음식,한식,돼지고기 구이/찜,한식 일반 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로882번길,대전광역시 중구 계룡로882번길 42,127.409546502987,36.322436890951,2.0,22
세븐일레븐대전대흥,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 인창로,대전광역시 중구 인창로 2,127.430223182765,36.3216359786031,1.0,8
엔터,음식,주점,요리 주점,기타 주점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로175번길,대전광역시 중구 대흥로175번길 41,127.430016886975,36.3270245005135,0.0,4
필승;주식투자,교육,기타 교육,그 외 기타 교육기관,그 외 기타 분류 안된 교육기관,대전광역시,중구,산성동,산성동,대전광역시 중구 산성로57번길,대전광역시 중구 산성로57번길 159,127.386510341509,36.3073420375299,6.0,49
그레이스모텔,숙박,일반 숙박,여관/모텔,여관업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 문창로,대전광역시 중구 문창로 109-10,127.430950744201,36.3226668754704,1.0,9
장안식당,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,유천1동,유천동,대전광역시 중구 계백로1566번길,대전광역시 중구 계백로1566번길 27,127.394658233147,36.3163780966541,5.0,41
행복한반찬이야기유등,소매,식료품 소매,반찬/식료품 소매업,조리 반찬류 소매업,대전광역시,중구,태평1동,태평동,대전광역시 중구 수침로,대전광역시 중구 수침로 138,127.398188416578,36.332321070176,5.0,42
놀숲대전,시설관리·임대,가정용품 대여,만화방,서적 임대업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로156번길,대전광역시 중구 중앙로156번길 7,127.427264577459,36.3287147154898,0.0,1
조으다헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,오류동,오류동,대전광역시 중구 오류로,대전광역시 중구 오류로 31,127.403961023159,36.3231842497546,3.0,29
앤보석상자,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 71,127.393401847791,36.3233023711898,5.0,44
대전휴대폰성지펀펀컴퍼니,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 145,127.424883932736,36.3283157455132,0.0,3
굿퀘스천,과학·기술,전문 디자인,시각 디자인업,시각 디자인업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로51번길,대전광역시 중구 선화서로51번길 7,127.417612391879,36.32809127443,1.0,13
분당구제,소매,중고 상품 소매,중고 상품 소매업,기타 중고 상품 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로170번길,대전광역시 중구 중앙로170번길 8,127.428453099156,36.3291620190455,0.0,3
민쿠잉네일,수리·개인,이용·미용,네일숍,기타 미용업,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 71,127.393401847791,36.3233023711898,5.0,44
양지식당,음식,한식,국수/칼국수,한식 면 요리 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로,대전광역시 중구 대흥로 69,127.420839726676,36.323943160011,1.0,9
옵티컬리즘,소매,안경·정밀기기 소매,안경렌즈 소매업,안경 및 렌즈 소매업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로1646번길,대전광역시 중구 계백로1646번길 25,127.40271685209,36.3183833667155,4.0,34
태건목구조,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로,대전광역시 중구 계백로 1719,127.410472629671,36.322207135762,2.0,20
총각네게장;순살게장비빔밥,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,태평1동,태평동,대전광역시 중구 유천로132번길,대전광역시 중구 유천로132번길 21-28,127.396529762502,36.3249674969423,4.0,39
유민헤어클럽,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,석교동,석교동,대전광역시 중구 대종로,대전광역시 중구 대종로 186,127.44642639153,36.3076615105638,4.0,35
오키페이퍼,소매,기타 생활용품 소매,주방/가정용품 소매업,주방용품 및 가정용 유리; 요업제품 소매업,대전광역시,중구,태평1동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 118,127.395656609033,36.3269818927413,5.0,41
물고기자리,음식,한식,돼지고기 구이/찜,한식 일반 음식점업,대전광역시,중구,산성동,산성동,대전광역시 중구 보문산로141번길,대전광역시 중구 보문산로141번길 43,127.395119420073,36.3071335519492,6.0,48
정이주택,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,유천2동,유천동,대전광역시 중구 유천로,대전광역시 중구 유천로 29,127.398319845424,36.3152249505119,4.0,37
엔제트나이스존스튜디오,과학·기술,사진 촬영,사진촬영업,사진 처리업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로165번길,대전광역시 중구 대흥로165번길 27,127.429322053383,36.3260838803286,0.0,3
로이스,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,태평2동,태평동,대전광역시 중구 태평로,대전광역시 중구 태평로 157-2,127.396798263146,36.3305926705754,5.0,43
짱노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,용두동,용두동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 19,127.41460981483,36.3229935338832,1.0,15
메리워드공방,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,의복 액세서리 및 모조 장신구 소매업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로28번길,대전광역시 중구 대흥로28번길 24,127.417898039927,36.3226310644922,2.0,15
이디야대전유,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1597,127.397568764119,36.3187630985942,4.0,35
미니스톱,소매,종합 소매,편의점,비주거용 건물 임대업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로1660번길,대전광역시 중구 계백로1660번길 64,127.405241393062,36.3173775356029,3.0,29
사람마중,시설관리·임대,고용 알선,임시/일용 인력 공급업,임시 및 일용 인력 공급업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 838,127.408252915737,36.3256029087143,3.0,24
카페도어,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,유천1동,유천동,대전광역시 중구 태평로14번길,대전광역시 중구 태평로14번길 49,127.394552279783,36.3185585957129,4.0,39
압해도,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로169번길,대전광역시 중구 대흥로169번길 39,127.429640245123,36.3267433149805,0.0,4
에쉬드,음식,비알코올 ,카페,기타 비알코올 음료점업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로,대전광역시 중구 선화서로 47,127.417982081048,36.3278046738138,1.0,12
이승연세무회계사무소,과학·기술,회계·세무,세무사,세무사업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 보문로,대전광역시 중구 보문로 326-3,127.419558500572,36.3315074797571,1.0,10
하스발레,교육,기타 교육,기타 예술/스포츠 교육기관,기타 예술학원,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대종로,대전광역시 중구 대종로 467,127.426981936242,36.3262439236386,0.0,1
다온헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,문창동,문창동,대전광역시 중구 문창로6번길,대전광역시 중구 문창로6번길 26,127.437646386304,36.3146233054478,2.0,22
최영순의평양고기국수,음식,한식,국수/칼국수,한식 면 요리 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중교로,대전광역시 중구 중교로 27-1,127.422901664584,36.3252509391829,1.0,7
돈피꼬,음식,기타 간이,치킨,치킨 전문점,대전광역시,중구,산성동,산성동,대전광역시 중구 산성로,대전광역시 중구 산성로 28,127.391952892724,36.3062342588113,6.0,52
요게벳,소매,식물 소매,꽃집,화초 및 식물 소매업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로,대전광역시 중구 계룡로 924,127.415088114539,36.3200938348035,2.0,18
아이언PC,예술·스포츠,유원지·오락,PC방,컴퓨터 게임방 운영업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중앙로138번길,대전광역시 중구 중앙로138번길 29,127.425983497298,36.3272215006095,0.0,3
세븐일레븐,소매,종합 소매,편의점,체인화 편의점,대전광역시,중구,은행선화동,은행동,대전광역시 중구 대종로488번길,대전광역시 중구 대종로488번길 8,127.426745654951,36.3280903624482,0.0,0
뉴바디트레이닝센터,예술·스포츠,스포츠 서비스,헬스장,체력 단련시설 운영업,대전광역시,중구,대사동,대사동,대전광역시 중구 계룡로920번길,대전광역시 중구 계룡로920번길 36,127.415153963701,36.3187332617667,2.0,20
영신이네반찬김밥,소매,식료품 소매,반찬/식료품 소매업,조리 반찬류 소매업,대전광역시,중구,문창동,문창동,대전광역시 중구 보문로30번길,대전광역시 중구 보문로30번길 24,127.437140738905,36.31525180561,2.0,21
중부슈퍼,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,대전광역시,중구,유천1동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1546,127.391972078908,36.3166708911626,5.0,39
엘리나뷰티,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로550번길,대전광역시 중구 대종로550번길 5,127.421622546141,36.3325539268264,1.0,9
깡스토랑,음식,한식,백반/한정식,한식 일반 음식점업,대전광역시,중구,목동,목동,대전광역시 중구 목동로,대전광역시 중구 목동로 23-8,127.40789438817,36.3332437608857,3.0,27
한남산업,소매,중고 상품 소매,중고 상품 소매업,기타 중고 상품 소매업,대전광역시,중구,은행선화동,은행동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 160,127.427318815692,36.3289132513036,0.0,2
예손,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,대전광역시,중구,용두동,용두동,대전광역시 중구 계룡로881번길,대전광역시 중구 계룡로881번길 22,127.412904910971,36.3231113482344,2.0,19
대한비만대사외과학회,과학·기술,광고,광고 대행업,광고 대행업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로,대전광역시 중구 대흥로 58,127.419427918714,36.3235848220798,1.0,10
고기한판승,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,대전광역시,중구,문화2동,문화동,대전광역시 중구 송리로,대전광역시 중구 송리로 48,127.401455565743,36.3100134097364,5.0,41
라임,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,대전광역시,중구,중촌동,중촌동,대전광역시 중구 목중로4번길,대전광역시 중구 목중로4번길 23,127.413690484367,36.3356967032821,2.0,20
비겐의료기유천지점,소매,의약·화장품 소매,의료기기 소매업,의료용 기구 소매업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1591,127.396646739718,36.3184610346117,4.0,36
가람토목,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로121번길,대전광역시 중구 대흥로121번길 6,127.425774468621,36.3238317789612,0.0,7
르노자동차서비스코너유천점,수리·개인,자동차 수리·세차,자동차 정비소,자동차 종합 수리업,대전광역시,중구,유천2동,유천동,대전광역시 중구 유천로,대전광역시 중구 유천로 96-1,127.396758986728,36.3212374638396,5.0,38
그레,음식,서양식,경양식,서양식 음식점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로874번길,대전광역시 중구 계룡로874번길 27-5,127.409844685074,36.3227718275517,2.0,21
퍼스트,음식,주점,요리 주점,기타 주점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 대흥로165번길,대전광역시 중구 대흥로165번길 40,127.429328656784,36.3267057776231,0.0,3
단아에스테틱,수리·개인,이용·미용,피부 관리실,피부 미용업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 선화서로51번길,대전광역시 중구 선화서로51번길 47,127.416017169422,36.3269298864011,2.0,15
준구네부추껍데기,음식,주점,요리 주점,기타 주점업,대전광역시,중구,유천2동,유천동,대전광역시 중구 평촌로,대전광역시 중구 평촌로 84,127.396631342806,36.3219037475017,4.0,39
올젠대전,소매,섬유·의복·신발 소매,기타 의류 소매업,셔츠 및 블라우스 소매업,대전광역시,중구,문화1동,문화동,대전광역시 중구 계백로,대전광역시 중구 계백로 1700,127.40880280715,36.3206307062252,2.0,23
라라헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,은행선화동,선화동,대전광역시 중구 중앙로,대전광역시 중구 중앙로 45,127.416518993834,36.3238590599531,1.0,15
틴틴학생복,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,대전광역시,중구,부사동,부사동,대전광역시 중구 대종로,대전광역시 중구 대종로 299-1,127.435266027213,36.3126924073552,2.0,22
나미살롱네일,수리·개인,이용·미용,네일숍,기타 미용업,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로1603번길,대전광역시 중구 계백로1603번길 67,127.397024046015,36.321527202387,4.0,39
산호체육관,교육,기타 교육,태권도/무술학원,태권도 및 무술 교육기관,대전광역시,중구,문화1동,문화동,대전광역시 중구 계룡로904번길,대전광역시 중구 계룡로904번길 72,127.410008076659,36.3203031966581,3.0,23
풍천민물장어,음식,한식,해산물 구이/찜,한식 해산물 요리 전문점,대전광역시,중구,유천2동,유천동,대전광역시 중구 계백로,대전광역시 중구 계백로 1601,127.397946845373,36.3188371036683,4.0,36
대신슈퍼,소매,종합 소매,슈퍼마켓,슈퍼마켓,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로583번길,대전광역시 중구 대종로583번길 20,127.417837325821,36.3337882923161,1.0,14
썸띵라이크,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,은행선화동,선화동,대전광역시 중구 대종로549번길,대전광역시 중구 대종로549번길 16,127.420793440237,36.3317027336895,1.0,9
헤스티아벨리,교육,기타 교육,레크리에이션 교육기관,레크리에이션 교육기관,대전광역시,중구,목동,목동,대전광역시 중구 어덕마을로,대전광역시 중구 어덕마을로 51,127.403183048079,36.3361133484333,4.0,33
쪽방집사랑채,음식,주점,요리 주점,기타 주점업,대전광역시,중구,대흥동,대흥동,대전광역시 중구 보문로262번길,대전광역시 중구 보문로262번길 31-1,127.423290987192,36.326830013528,0.0,7
라이브노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,산성동,산성동,대전광역시 중구 문화로,대전광역시 중구 문화로 78,127.394530218572,36.3113304207543,5.0,44
카라헤어,수리·개인,이용·미용,미용실,두발 미용업,대전광역시,중구,오류동,오류동,대전광역시 중구 계백로1685번길,대전광역시 중구 계백로1685번길 51,127.405143872363,36.3228837154586,3.0,28
한밭비엠씨,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,사업시설 유지ㆍ관리 서비스업,대전광역시,중구,석교동,옥계동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 85,127.451711826299,36.3034319241347,5.0,44
용인대다정태권도,교육,기타 교육,태권도/무술학원,태권도 및 무술 교육기관,대전광역시,중구,목동,목동,대전광역시 중구 목동로,대전광역시 중구 목동로 37,127.407153106794,36.3340512137149,3.0,27
잇츠코인노래연습장,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,대전광역시,중구,대사동,대사동,대전광역시 중구 충무로,대전광역시 중구 충무로 129,127.430819072036,36.3193316027952,1.0,12
히메식당,음식,주점,요리 주점,기타 주점업,대전광역시,중구,오류동,오류동,대전광역시 중구 계룡로874번길,대전광역시 중구 계룡로874번길 17,127.410221507641,36.3230170259935,2.0,21
가치있는초콜릿가치,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,대흥동,대흥동,대전광역시 중구 중앙로112번길,대전광역시 중구 중앙로112번길 19,127.423003204978,36.3265852860364,0.0,7
앙트르뽀,음식,비알코올 ,카페,커피 전문점,대전광역시,중구,석교동,석교동,대전광역시 중구 대전천서로,대전광역시 중구 대전천서로 201,127.443565168588,36.3107215181284,4.0,32
